0|EAC4468893_1|1|1|emrC_Lis|emrC_Lis||1|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|multidrug_efflux_transporter_outer_membrane_subunit_EmrC	QUATERNARY AMMONIUM
1129093|AAA83973_1|1|1|merR_Bc1|merR_Bc1||1|MERCURY|MERCURY|mercury_resistance_transcriptional_regulator_MerR1	STRESS
1129095|AAA83975_1|1|1|merT_RC607|merT_RC607||1|MERCURY|MERCURY|mercuric_transport_protein_MerT	STRESS
1129119|AAA98292_1|1|1|terD|terD||1|TELLURIUM|TELLURIUM|tellurium_resistance_membrane_protein_TerD	STRESS
1130438275|WP_075606311_1|1|1|blaROB-3|blaROB|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_ROB-3	BETA-LACTAM
1132963063|WP_075985683_1|1|1|blaCMY-146|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-146	BETA-LACTAM
1132963064|WP_075985684_1|1|1|blaCMY-145|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-145	BETA-LACTAM
1132963065|WP_075985685_1|1|1|blaTEM-36|blaTEM|hydrolase|2|BETA-LACTAM|BETA-LACTAM|inhibitor-resistant_broad-spectrum_class_A_beta-lactamase_TEM-36	BETA-LACTAM
1132963066|WP_075985686_1|1|1|blaTEM-225|blaTEM|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_TEM-225	BETA-LACTAM
1134169699|WP_076412384_1|1|1|blaOXA-114p|blaOXA-114_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-114p	BETA-LACTAM
11344856|AAG34504_1|1|1|perA|perA||1|||BFP_system_transcriptional_regulator_PerA	VIRULENCE
1134531373|APX31172_1|1|1|LHR_yfdX1|LHR_yfdX1||1|||heat_resistance_protein_YfdX1	STRESS
1134531375|APX31174_1|1|1|LHR_hdeD|LHR_hdeD||1|||heat_resistance_membrane_protein_HdeD-GI	STRESS
1134531377|APX31176_1|1|1|LHR_trx|LHR_trx||1|||heat_resistance_system_thioredoxin_Trx-GI	STRESS
1134531378|APX31177_1|1|1|LHR_kefB|LHR_kefB||1|||heat_resistance_system_K+_H+_antiporter_KefB-GI	STRESS
1134531379|APX31178_1|1|1|LHR_psiE|LHR_psiE||1|||heat_resistance_protein_PsiE-GI	STRESS
1134789691|WP_076611060_1|1|1|blaNDM-17|blaNDM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_NDM-17	BETA-LACTAM
1134789692|WP_076611061_1|1|1|mcr-1_5|mcr-1||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-1_5	COLISTIN
1134789693|WP_076611062_1|1|1|mcr-1_4|mcr-1||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-1_4	COLISTIN
114152686|ABI52591_1|1|1|cytK1|cytK1||1|||beta-channel_forming_cytolysin_CytK1	VIRULENCE
1142774804|WP_077021671_1|1|1|blaOXA-1043|blaOXA-1043_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-1043	BETA-LACTAM
1142971249|WP_077064885_1|1|1|mcr-1_3|mcr-1||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-1_3	COLISTIN
1142971250|WP_077064886_1|1|1|blaKPC-27|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-27	BETA-LACTAM
1142971251|WP_077064887_1|1|1|blaIMI-14|blaIMI|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_IMI-14	BETA-LACTAM
1142971252|WP_077064888_1|1|1|blaVIM-54|blaVIM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_VIM-54	BETA-LACTAM
1142971253|WP_077064889_1|1|1|blaTEM-191|blaTEM|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_TEM-191	BETA-LACTAM
1142971254|WP_077064890_1|1|1|blaNDM-18|blaNDM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_NDM-18	BETA-LACTAM
1143105852|WP_077096319_1|1|1|blaOXA-724|blaOXA-12_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-12_family_class_D_beta-lactamase_AmpH_OXA-724	BETA-LACTAM
1146338|AAA85087_1|1|1|f17a|f17a||1|||F17A_fimbrial_adhesin	VIRULENCE
114703607|CAK19001_1|1|1|cnf3|cnf3||1|||cytotoxic_necrotizing_factor_CNF3	VIRULENCE
1147955307|WP_077248206_1|1|1|blaPDC-175|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-175	BETA-LACTAM
1147955308|WP_077248207_1|1|1|blaPDC-176|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-176	BETA-LACTAM
1147955309|WP_077248208_1|1|1|mcr-1_6|mcr-1||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-1_6	COLISTIN
1149331614|WP_077767289_1|1|1|blaCMY-147|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-147	BETA-LACTAM
1149331615|WP_077767290_1|1|1|blaCTX-M-193|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-193	BETA-LACTAM
1149331616|WP_077767291_1|1|1|blaCTX-M-194|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-194	BETA-LACTAM
1149331617|WP_077767292_1|1|1|blaCTX-M-195|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-195	BETA-LACTAM
1149331618|WP_077767293_1|1|1|blaCTX-M-196|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-196	BETA-LACTAM
1149331619|WP_077767294_1|1|1|blaDHA-25|blaDHA|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_DHA-25	BETA-LACTAM
1150846|AAA85196_1|1|1|cnf1|cnf1||1|||cytotoxic_necrotizing_factor_CNF1	VIRULENCE
1152321488|WP_078202643_1|1|1|blaADC-280|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-280	BETA-LACTAM
1152329478|WP_078207746_1|1|1|qnrE2|qnrE||2|QUINOLONE|QUINOLONE|quinolone_resistance_pentapeptide_repeat_protein_QnrE2	QUINOLONE
1152342194|WP_078216190_1|1|1|blaADC-218|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-218	BETA-LACTAM
1152353006|WP_078225401_1|1|1|blaOXA-942|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-942	BETA-LACTAM
1152358523|WP_078230092_1|1|1|blaADC-213|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-213	BETA-LACTAM
1152386501|WP_078254299_1|1|1|mcr-2_2|mcr-2||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-2_2	COLISTIN
1152461789|WP_078318620_1|1|1|blaROB-4|blaROB|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_ROB-4	BETA-LACTAM
115250273|CAJ68095_1|1|1|vanZ1|vanZ1|re-structuring_of_the_cell_wall|1|VANCOMYCIN|GLYCOPEPTIDE|glycopeptide_resistance_protein_VanZ1	GLYCOPEPTIDE
11527908|AAG37043_1|1|1|espC|espC||1|||serine_protease_autotransporter_toxin_EspC	VIRULENCE
115291570|ABI93207_1|1|1|fedF|fedF||1|||F18_fimbrial_adhesin_subunit_FedF	VIRULENCE
1153874461|WP_078394827_1|1|1|blaB-14|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-14	BETA-LACTAM
1153874957|WP_078395323_1|1|1|blaGOB-41|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-41	BETA-LACTAM
1153882654|WP_078402391_1|1|1|blaB-7|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-7	BETA-LACTAM
1153882914|WP_078402651_1|1|1|blaGOB-51|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-51	BETA-LACTAM
1153887887|WP_078407131_1|1|1|blaGOB-43|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-43	BETA-LACTAM
1153893326|WP_078411523_1|1|1|blaGOB-3|blaGOB|hydrolase|2|||subclass_B3_metallo-beta-lactamase_GOB-3	BETA-LACTAM
1154758252|WP_078675023_1|1|1|blaGOB-50|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-50	BETA-LACTAM
1154758478|WP_078675249_1|1|1|blaB-31|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-31	BETA-LACTAM
1154759806|WP_078676551_1|1|1|blaGOB-30|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-30	BETA-LACTAM
1154761448|WP_078678126_1|1|1|blaGOB-29|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-29	BETA-LACTAM
1154762104|WP_078678782_1|1|1|blaB-34|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-34	BETA-LACTAM
1154774885|WP_078691374_1|1|1|blaGOB-4|blaGOB|hydrolase|2|||subclass_B3_metallo-beta-lactamase_GOB-4	BETA-LACTAM
1154774996|WP_078691467_1|1|1|blaB-18|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-18	BETA-LACTAM
1154786012|WP_078702010_1|1|1|blaB-25|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-25	BETA-LACTAM
1154787441|WP_078703439_1|1|1|blaGOB-31|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-31	BETA-LACTAM
1154788420|WP_078704370_1|1|1|blaB-24|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-24	BETA-LACTAM
1154805337|WP_078721108_1|1|1|blaB-8|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-8	BETA-LACTAM
1154806875|WP_078722646_1|1|1|blaGOB-36|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-36	BETA-LACTAM
1154807990|WP_078723747_1|1|1|blaB-32|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-32	BETA-LACTAM
1154808529|WP_078724262_1|1|1|blaGOB-48|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-48	BETA-LACTAM
1154862708|WP_078769980_1|1|1|blaGOB-46|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-46	BETA-LACTAM
1154865564|WP_078772815_1|1|1|blaB-27|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-27	BETA-LACTAM
1154871447|WP_078778510_1|1|1|blaB-39|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-39	BETA-LACTAM
1154872125|WP_078779188_1|1|1|blaGOB-35|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-35	BETA-LACTAM
1154875081|WP_078782085_1|1|1|blaB-10|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-10	BETA-LACTAM
1154886553|WP_078793100_1|1|1|blaB-35|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-35	BETA-LACTAM
1154886734|WP_078793281_1|1|1|blaGOB-44|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-44	BETA-LACTAM
1154888828|WP_078795346_1|1|1|blaB-38|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-38	BETA-LACTAM
1154889116|WP_078795634_1|1|1|blaGOB-23|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-23	BETA-LACTAM
1154890492|WP_078797000_1|1|1|blaGOB-33|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-33	BETA-LACTAM
1154891920|WP_078798391_1|1|1|blaB-37|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-37	BETA-LACTAM
115500641|BAF33872_1|1|1|capU|capU||1|||putative_hexosyltransferase_CapU	VIRULENCE
115500647|BAF33878_1|1|1|aggR|aggR||1|||aggregative_adherence_transcriptional_regulator_AggR	VIRULENCE
115500654|BAF33885_1|1|1|sepA|sepA||1|||serine_protease_autotransporter_toxin_SepA	VIRULENCE
115500657|BAF33888_1|1|1|agg4D|agg4D||1|||aggregative_adherence_fimbria_4_chaperone_Agg4D_HdaD	VIRULENCE
115500660|BAF33891_1|1|1|agg4A|agg4A||1|||aggregative_adherence_fimbria_4_major_subunit_Agg4A_HdaA	VIRULENCE
115500670|BAF33901_1|1|1|aatA|aatA||1|||dispersin_export_ABC_transporter_outer_membrane_protein_AatA	VIRULENCE
115500787|BAF34018_1|1|1|aap|aap||1|||dispersin_Aap	VIRULENCE
115514355|ABJ02430_1|1|1|ireA|ireA||1|||TonB-dependent_siderophore_receptor_IreA	VIRULENCE
1159362952|OPH66324_1|1|1|lpfA1|lpfA1||1|||long_polar_fimbria_major_subunit_LpfA1	VIRULENCE
1159855376|WP_079387329_1|1|1|blaIMP-91|blaIMP|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_IMP-91	BETA-LACTAM
1160410937|WP_079452738_1|1|1|aac(6_)-Ib-AKT|aac(6_)-Ib-AKT|acetyltransferase|2|AMIKACIN_KANAMYCIN_TOBRAMYCIN|AMINOGLYCOSIDE|AAC(6_)-Ib_family_aminoglycoside_6_-N-acetyltransferase	AMINOGLYCOSIDE
1160597642|WP_079459897_1|1|1|aac(3)-Ib|aac(3)-Ib|acetyltransferase|2|||aminoglycoside_N-acetyltransferase_AAC(3)-Ib	AMINOGLYCOSIDE
1160926052|WP_079767532_1|1|1|blaHMB-2|blaHMB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_HMB-2	BETA-LACTAM
1160990927|WP_079820715_1|1|1|fosA7_8|fosA7_fam|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_glutathione_transferase_FosA7_8	FOSFOMYCIN
116247944|ABJ90288_1|1|1|fedF|fedF||1|||F18_fimbrial_adhesin_subunit_FedF	VIRULENCE
116765836|ABK27165_1|1|1|selV|selV||1|||staphylococcal_enterotoxin_type_V	VIRULENCE
1170205222|WP_080528555_1|1|1|blaOXY-1-13|blaOXY-1|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-1-13	BETA-LACTAM
1172316146|WP_080699425_1|1|1|blaTEM-229|blaTEM|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_TEM-229	BETA-LACTAM
1172317078|WP_080700357_1|1|1|blaHBL-1|blaHBL|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_HBL-1	BETA-LACTAM
1172524233|WP_080889626_1|1|1|blaB-36|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-36	BETA-LACTAM
1172533228|WP_080897395_1|1|1|blaOKP-D-1|blaOKP-D|hydrolase|2|BETA-LACTAM|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_OKP-D-1	BETA-LACTAM
1172578505|WP_080923375_1|1|1|blaLEN-30|blaLEN|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_LEN-30	BETA-LACTAM
1173101458|WP_081048762_1|1|1|blaMYO-1|blaMYO|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_MYO-1	BETA-LACTAM
1173316612|WP_081174195_1|1|1|blaOXA-980|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-980	BETA-LACTAM
1173607355|WP_081318900_1|1|1|blaB-29|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-29	BETA-LACTAM
1173610444|WP_081321989_1|1|1|blaB-9|blaB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_BlaB-9	BETA-LACTAM
1173646259|WP_081330264_1|1|1|blaAXC-3|blaAXC|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-3	BETA-LACTAM
1173870975|WP_081398973_1|1|1|blaOXA-290|blaOXA|hydrolase|2|||class_D_beta-lactamase_OXA-290	BETA-LACTAM
1173925414|WP_081400730_1|1|1|blaOXA-289|blaOXA|hydrolase|2|||class_D_beta-lactamase_OXA-289	BETA-LACTAM
1173964538|WP_081401608_1|1|1|blaOXA-671|blaOXA-286_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-286_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-671	BETA-LACTAM
1174040756|WP_081406929_1|1|1|blaOXA-674|blaOXA-286_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-286_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-674	BETA-LACTAM
1175118064|WP_081666691_1|1|1|blaLHK-1|blaLHK|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_C_beta-lactamase_LHK-1	BETA-LACTAM
1175305388|WP_081853183_1|1|1|blaELM-1|blaELM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_ELM-1	BETA-LACTAM
1175496533|WP_082039181_1|1|1|sal(D)|sal(D)|target_protection|2|LINCOSAMIDE_PLEUROMUTILIN_STREPTOGRAMIN|LINCOSAMIDE_PLEUROMUTILIN_STREPTOGRAMIN|ABC-F_type_ribosomal_protection_protein_Sal(D)	LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN
1177651775|WP_082741435_1|1|1|icr-Mo|icr-Mo||1|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_ICR-Mo	COLISTIN
1181183|AAA86846_1|1|1|terZ|terZ||1|TELLURIUM|TELLURIUM|tellurium_resistance-associated_protein_TerZ	STRESS
118192169|ABC67318_2|1|1|stxA2a|stxA2a||1|STX2A|STX2|Shiga_toxin_Stx2a_subunit_A	VIRULENCE
1185244969|WP_085334908_1|1|1|aac(6_)-Id|aac(6_)-Id|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6_)-Id	AMINOGLYCOSIDE
11875682|AAG40758_1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	VIRULENCE
1188444878|WP_085562380_1|1|1|blaBIL-1|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|CMY-2_family_class_C_beta-lactamase_BIL-1	BETA-LACTAM
1188444879|WP_085562381_1|1|1|fosB6|fosB-Saur|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_bacillithiol_transferase_FosB6	FOSFOMYCIN
1188444880|WP_085562382_1|1|1|fosB5|fosB-Saur|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_bacillithiol_transferase_FosB5	FOSFOMYCIN
1188444881|WP_085562383_1|1|1|cfiA19|cfiA_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_CfiA19	BETA-LACTAM
1188444882|WP_085562384_1|1|1|blaOXA-517|blaOXA-48_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-48_family_class_D_beta-lactamase_OXA-517	BETA-LACTAM
1188444883|WP_085562385_1|1|1|cfiA22|cfiA_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_CfiA22	BETA-LACTAM
1188444884|WP_085562386_1|1|1|cfiA23|cfiA_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_CfiA23	BETA-LACTAM
1188444885|WP_085562387_1|1|1|cfiA24|cfiA_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_CfiA24	BETA-LACTAM
1188444886|WP_085562388_1|1|1|cfiA18|cfiA_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_CfiA18	BETA-LACTAM
1188444887|WP_085562389_1|1|1|cfiA17|cfiA_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_CfiA17	BETA-LACTAM
1188444888|WP_085562390_1|1|1|cfiA21|cfiA_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_CfiA21	BETA-LACTAM
1188444889|WP_085562391_1|1|1|blaIMP-66|blaIMP|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_IMP-66	BETA-LACTAM
1188444890|WP_085562392_1|1|1|mcr-1_7|mcr-1||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-1_7	COLISTIN
1188444891|WP_085562393_1|1|1|blaPDC-177|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-177	BETA-LACTAM
1188444892|WP_085562394_1|1|1|blaPDC-178|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-178	BETA-LACTAM
1188444893|WP_085562395_1|1|1|blaCMY-148|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-148	BETA-LACTAM
1188444894|WP_085562396_1|1|1|blaCMY-149|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-149	BETA-LACTAM
1188444895|WP_085562397_1|1|1|blaFRI-3|blaFRI|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_FRI-3	BETA-LACTAM
1188444896|WP_085562398_1|1|1|blaTEM-226|blaTEM|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_TEM-226	BETA-LACTAM
1188444897|WP_085562399_1|1|1|blaKPC-30|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|inhibitor-resistant_carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-30	BETA-LACTAM
1188444898|WP_085562400_1|1|1|blaCTX-M-197|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-197	BETA-LACTAM
1188444899|WP_085562401_1|1|1|blaCTX-M-198|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-198	BETA-LACTAM
1188444900|WP_085562402_1|1|1|blaOXA-545|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-545	BETA-LACTAM
1188444901|WP_085562403_1|1|1|blaOXA-547|blaOXA-48_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-48_family_class_D_beta-lactamase_OXA-547	BETA-LACTAM
1188444902|WP_085562404_1|1|1|blaIMI-15|blaIMI|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_IMI-15	BETA-LACTAM
1188444903|WP_085562405_1|1|1|blaIMI-5|blaIMI|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_IMI-5	BETA-LACTAM
1188444904|WP_085562406_1|1|1|blaTEM-227|blaTEM|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_TEM-227	BETA-LACTAM
1188444905|WP_085562407_1|1|1|mcr-1_8|mcr-1||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-1_8	COLISTIN
1188444906|WP_085562408_1|1|1|blaOXA-554|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-554	BETA-LACTAM
1188444907|WP_085562409_1|1|1|blaOXA-555|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-555	BETA-LACTAM
1188444908|WP_085562410_1|1|1|blaOXA-556|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-556	BETA-LACTAM
1188444909|WP_085562411_1|1|1|blaOXA-557|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-557	BETA-LACTAM
1188444910|WP_085562412_1|1|1|blaOXA-558|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-558	BETA-LACTAM
1188444911|WP_085562413_1|1|1|blaOXA-559|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-559	BETA-LACTAM
1188444912|WP_085562414_1|1|1|blaOXA-560|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-560	BETA-LACTAM
